org,ts,esn,gpn,ufs,changeover,first,result,prep_plus_main (min)
PL1,2024-05-19 23:51:44,3478123833,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.41
PL1,2024-05-19 23:51:58,3478123584,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.74
PL1,2024-05-19 23:52:25,3478122970,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.76
PL1,2024-05-19 23:53:16,3478122950,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.95
PL1,2024-05-19 23:53:25,3478127169,010-02977-7G,Micron Dorado-A 128GB,0,1,1,28.39
PL1,2024-05-19 23:53:40,3478127155,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.93
PL1,2024-05-19 23:53:52,3478127994,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.11
PL1,2024-05-19 23:53:57,3478127647,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.45
PL1,2024-05-19 23:54:06,3478127983,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.34
PL1,2024-05-19 23:55:50,3478127045,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.86
PL1,2024-05-19 23:56:12,3478122586,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,17.5
PL1,2024-05-19 23:56:39,3478127978,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.43
PL1,2024-05-19 23:56:52,3478122631,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.78
PL1,2024-05-19 23:56:57,3478123601,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.58
PL1,2024-05-19 23:57:03,3478127147,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.1
PL1,2024-05-19 23:57:29,3478123816,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.4
PL1,2024-05-19 23:57:30,3478127164,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.07
PL1,2024-05-19 23:57:38,3478127103,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.86
PL1,2024-05-19 23:57:40,3478122628,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,17.95
PL1,2024-05-19 23:57:54,3478123771,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.41
PL1,2024-05-19 23:58:09,3478127034,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.91
PL1,2024-05-19 23:58:21,3478127152,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.67
PL1,2024-05-19 23:58:39,3478123613,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.48
PL1,2024-05-19 23:58:42,3478122622,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.16
PL1,2024-05-19 23:59:13,3478127138,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.72
PL1,2024-05-19 23:59:16,3478123760,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.06
PL1,2024-05-19 23:59:25,3478122973,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.34
PL1,2024-05-20 0:00:12,3478122967,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.3
PL1,2024-05-20 0:01:07,3478127051,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.81
PL1,2024-05-20 0:01:10,3478127124,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.27
PL1,2024-05-20 0:01:10,3478127109,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.36
PL1,2024-05-20 0:01:49,3478123782,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,17.72
PL1,2024-05-20 0:02:04,3478127972,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.2
PL1,2024-05-20 0:02:05,3478127654,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.93
PL1,2024-05-20 0:02:22,3478127042,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.2
PL1,2024-05-20 0:02:41,3478123576,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.46
PL1,2024-05-20 0:02:51,3478127161,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.36
PL1,2024-05-20 0:03:11,3478122624,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.69
PL1,2024-05-20 0:03:24,3478122939,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.23
PL1,2024-05-20 0:03:34,3478127967,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.89
PL1,2024-05-20 0:04:23,3478129504,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.41
PL1,2024-05-20 0:04:32,3478123751,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.57
PL1,2024-05-20 0:04:53,3478122611,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.36
PL1,2024-05-20 0:05:00,3478123754,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.71
PL1,2024-05-20 0:05:26,3478123777,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.55
PL1,2024-05-20 0:06:30,3478127675,010-02977-7G,Micron Dorado-A 128GB,0,1,1,23.77
PL1,2024-05-20 0:06:38,3478122615,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.94
PL1,2024-05-20 0:06:42,3478127672,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.45
PL1,2024-05-20 0:07:03,3478127661,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.2
PL1,2024-05-20 0:07:03,3478123581,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.52
PL1,2024-05-20 0:07:08,3478123726,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.63
PL1,2024-05-20 0:07:39,3478127037,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.05
PL1,2024-05-20 0:07:50,3478123788,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,17.71
PL1,2024-05-20 0:08:35,3478123743,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.54
PL1,2024-05-20 0:08:44,3478123386,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.55
PL1,2024-05-20 0:08:46,3478127144,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.03
PL1,2024-05-20 0:08:53,3478122656,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.43
PL1,2024-05-20 0:08:54,3478127952,010-02977-7G,Micron Dorado-A 128GB,0,1,1,28.13
PL1,2024-05-20 0:09:17,3478123807,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.91
PL1,2024-05-20 0:09:24,3478127976,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.52
PL1,2024-05-20 0:09:31,3478123412,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.67
PL1,2024-05-20 0:09:33,3478127981,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.43
PL1,2024-05-20 0:09:47,3478127965,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.39
PL1,2024-05-20 0:10:00,3478129493,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.54
PL1,2024-05-20 0:10:54,3478127963,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.41
PL1,2024-05-20 0:11:03,3478129508,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.3
PL1,2024-05-20 0:11:46,3478128018,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.49
PL1,2024-05-20 0:12:08,3478127974,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.67
PL1,2024-05-20 0:12:13,3478127945,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.59
PL1,2024-05-20 0:12:18,3478127943,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.72
PL1,2024-05-20 0:13:01,3478123403,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,26.76
PL1,2024-05-20 0:13:41,3478127093,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.58
PL1,2024-05-20 0:13:42,3478129506,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.89
PL1,2024-05-20 0:13:55,3478122645,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.59
PL1,2024-05-20 0:13:57,3478127987,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.06
PL1,2024-05-20 0:14:18,3478123421,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.9
PL1,2024-05-20 0:14:47,3478123746,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.7
PL1,2024-05-20 0:15:23,3478122678,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.17
PL1,2024-05-20 0:15:25,3478122673,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.43
PL1,2024-05-20 0:15:27,3478123446,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.63
PL1,2024-05-20 0:15:54,3478129496,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.17
PL1,2024-05-20 0:16:06,3478122649,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.85
PL1,2024-05-20 0:16:12,3478129495,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.6
PL1,2024-05-20 0:16:36,3478127970,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.15
PL1,2024-05-20 0:16:47,3478122597,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.15
PL1,2024-05-20 0:18:32,3478128830,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.39
PL1,2024-05-20 0:18:33,3478127939,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.7
PL1,2024-05-20 0:19:13,3478128264,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.54
PL1,2024-05-20 0:19:42,3478127158,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.27
PL1,2024-05-20 0:19:44,3478123806,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.9
PL1,2024-05-20 0:20:00,3478126804,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.54
PL1,2024-05-20 0:20:35,3478126769,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.84
PL1,2024-05-20 0:21:44,3478128273,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.52
PL1,2024-05-20 0:22:22,3478129517,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.31
PL1,2024-05-20 0:22:31,3478122588,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,18.42
PL1,2024-05-20 0:22:39,3478129488,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.77
PL1,2024-05-20 0:23:16,3478129520,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.02
PL1,2024-05-20 0:23:24,3478122630,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.45
PL1,2024-05-20 0:23:27,3478126738,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.14
PL1,2024-05-20 0:23:40,3478122635,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,19.31
PL1,2024-05-20 0:24:04,3478128167,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.32
PL1,2024-05-20 0:24:44,3478122956,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,20.49
PL1,2024-05-20 0:25:07,3478129443,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.19
PL1,2024-05-20 0:25:47,3478129515,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.9
PL1,2024-05-20 0:26:01,3478129516,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.64
PL1,2024-05-20 0:26:32,3478127102,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.3
PL1,2024-05-20 0:27:19,3478128271,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.63
PL1,2024-05-20 0:30:19,3478122617,010-02977-7Q,Micron Dorado-A 128GB,0,1,1,14.17
PL1,2024-05-20 0:31:04,3478129514,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.45
PL1,2024-05-20 0:31:18,3478129513,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.7
PL1,2024-05-20 0:31:39,3478129489,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.98
PL1,2024-05-20 0:33:12,3478129501,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.63
PL1,2024-05-20 0:35:14,3478129446,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.36
PL1,2024-05-20 0:36:02,3478129440,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.41
PL1,2024-05-20 0:36:20,3478129505,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.21
PL1,2024-05-20 0:36:59,3478127937,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.4
PL1,2024-05-20 0:37:23,3478128375,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.22
PL1,2024-05-20 0:37:39,3478128366,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.45
PL1,2024-05-20 0:38:03,3478128359,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.44
PL1,2024-05-20 0:38:14,3478128362,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.87
PL1,2024-05-20 0:38:16,3478128344,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.05
PL1,2024-05-20 0:38:22,3478126304,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.83
PL1,2024-05-20 0:38:25,3478127099,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.18
PL1,2024-05-20 0:38:59,3478128370,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.54
PL1,2024-05-20 0:39:02,3478129445,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.18
PL1,2024-05-20 0:39:22,3478129491,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.76
PL1,2024-05-20 0:39:46,3478128372,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.36
PL1,2024-05-20 0:41:10,3478129490,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.76
PL1,2024-05-20 0:42:04,3478128341,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.2
PL1,2024-05-20 0:42:47,3478128346,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.28
PL1,2024-05-20 0:43:19,3478129448,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.45
PL1,2024-05-20 0:43:21,3478129444,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.9
PL1,2024-05-20 0:44:05,3478128027,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.18
PL1,2024-05-20 0:45:32,3478129467,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.54
PL1,2024-05-20 0:45:33,3478128036,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.09
PL1,2024-05-20 0:46:01,3478129391,010-02977-6T,Micron Dorado-A 128GB,0,1,1,21.58
PL1,2024-05-20 0:47:08,3478126778,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.74
PL1,2024-05-20 0:47:52,3478128364,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.62
PL1,2024-05-20 0:49:40,3478128158,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.58
PL1,2024-05-20 0:49:41,3478128029,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.63
PL1,2024-05-20 0:49:43,3478128275,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.91
PL1,2024-05-20 0:49:45,3478128034,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.91
PL1,2024-05-20 0:49:52,3478128023,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.8
PL1,2024-05-20 0:50:25,3478128025,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.08
PL1,2024-05-20 0:50:25,3478128160,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.94
PL1,2024-05-20 0:50:31,3478128311,010-02977-6T,Micron Dorado-A 128GB,0,1,1,28.29
PL1,2024-05-20 0:50:33,3478128255,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.2
PL1,2024-05-20 0:50:44,3478129452,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.1
PL1,2024-05-20 0:50:58,3478128822,010-02977-6T,Micron Dorado-A 128GB,0,1,1,28.64
PL1,2024-05-20 0:50:58,3478128165,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.73
PL1,2024-05-20 0:51:13,3478128379,010-02977-6T,Micron Dorado-A 128GB,0,1,1,21.71
PL1,2024-05-20 0:51:17,3478128156,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.97
PL1,2024-05-20 0:51:17,3478128317,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.07
PL1,2024-05-20 0:52:33,3478128355,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.14
PL1,2024-05-20 0:53:19,3478128977,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.05
PL1,2024-05-20 0:54:04,3478128163,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.89
PL1,2024-05-20 0:54:26,3478128322,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.17
PL1,2024-05-20 0:54:26,3478128315,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.16
PL1,2024-05-20 0:54:41,3478129459,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.3
PL1,2024-05-20 0:54:51,3478129453,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.13
PL1,2024-05-20 0:54:51,3478129460,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.34
PL1,2024-05-20 0:55:15,3478128886,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.05
PL1,2024-05-20 0:55:37,3478129458,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.43
PL1,2024-05-20 0:55:45,3478129451,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.33
PL1,2024-05-20 0:56:53,3478129457,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.34
PL1,2024-05-20 0:57:18,3478129492,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.05
PL1,2024-05-20 0:58:01,3478128974,010-02977-7G,Micron Dorado-A 128GB,0,1,1,29.12
PL1,2024-05-20 0:58:22,3478127085,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.21
PL1,2024-05-20 0:58:32,3478129449,010-02977-7G,Micron Dorado-A 128GB,0,1,1,28.07
PL1,2024-05-20 0:59:48,3478128387,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.79
PL1,2024-05-20 0:59:53,3478127096,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.24
PL1,2024-05-20 1:00:01,3478128214,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.04
PL1,2024-05-20 1:00:22,3478129509,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.33
PL1,2024-05-20 1:00:25,3478126775,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.24
PL1,2024-05-20 1:00:26,3478129479,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.88
PL1,2024-05-20 1:00:43,3478128250,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.92
PL1,2024-05-20 1:00:55,3478128205,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.04
PL1,2024-05-20 1:01:06,3478128384,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.5
PL1,2024-05-20 1:01:08,3478128389,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.09
PL1,2024-05-20 1:01:12,3478129512,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.39
PL1,2024-05-20 1:01:17,3478128872,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.63
PL1,2024-05-20 1:01:34,3478128248,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.11
PL1,2024-05-20 1:01:36,3478128031,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.84
PL1,2024-05-20 1:01:39,3478126781,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.78
PL1,2024-05-20 1:01:42,3478129480,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.45
PL1,2024-05-20 1:02:19,3478129482,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.41
PL1,2024-05-20 1:02:34,3478128339,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.8
PL1,2024-05-20 1:02:36,3478128313,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.24
PL1,2024-05-20 1:02:47,3478128337,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.26
PL1,2024-05-20 1:03:01,3478129389,010-02977-6T,Micron Dorado-A 128GB,0,1,1,28.82
PL1,2024-05-20 1:03:14,3478128348,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.57
PL1,2024-05-20 1:03:17,3478129392,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.14
PL1,2024-05-20 1:03:26,3478128388,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.52
PL1,2024-05-20 1:03:31,3478129388,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.81
PL1,2024-05-20 1:03:32,3478129476,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.72
PL1,2024-05-20 1:03:35,3478128377,010-02977-6T,Micron Dorado-A 128GB,0,1,1,27.07
PL1,2024-05-20 1:03:49,3478128866,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.67
PL1,2024-05-20 1:04:57,3478128386,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.08
PL1,2024-05-20 1:05:00,3478129447,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.33
PL1,2024-05-20 1:05:25,3478128869,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.65
PL1,2024-05-20 1:05:33,3478129499,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.95
PL1,2024-05-20 1:05:49,3478129510,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.69
PL1,2024-05-20 1:06:04,3478129502,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.68
PL1,2024-05-20 1:07:41,3478128858,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.01
PL1,2024-05-20 1:07:44,3478129511,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.54
PL1,2024-05-20 1:08:52,3478128304,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.25
PL1,2024-05-20 1:09:07,3478128863,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.4
PL1,2024-05-20 1:09:45,3478129503,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.51
PL1,2024-05-20 1:10:16,3478129477,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.54
PL1,2024-05-20 1:10:26,3478128381,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.77
PL1,2024-05-20 1:10:31,3478129478,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.98
PL1,2024-05-20 1:11:06,3478128986,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.06
PL1,2024-05-20 1:11:27,3478129494,010-02977-7G,Micron Dorado-A 128GB,0,1,1,23.42
PL1,2024-05-20 1:11:54,3478128908,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.1
PL1,2024-05-20 1:12:10,3478129518,010-02977-7G,Micron Dorado-A 128GB,0,1,1,28.59
PL1,2024-05-20 1:12:19,3478128328,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.58
PL1,2024-05-20 1:12:24,3478129456,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.45
PL1,2024-05-20 1:13:07,3478129463,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.63
PL1,2024-05-20 1:13:18,3478128883,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.07
PL1,2024-05-20 1:13:28,3478129500,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.6
PL1,2024-05-20 1:13:43,3478128253,010-02977-6T,Micron Dorado-A 128GB,0,1,1,28.64
PL1,2024-05-20 1:13:44,3478128934,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.42
PL1,2024-05-20 1:13:46,3478128889,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.39
PL1,2024-05-20 1:14:17,3478128357,010-02977-6T,Micron Dorado-A 128GB,0,1,1,25.73
PL1,2024-05-20 1:17:56,3478129469,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.94
PL1,2024-05-20 1:22:04,3478129507,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.22
PL1,2024-05-20 1:24:08,3478128981,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.41
PL1,2024-05-20 1:25:01,3478128989,010-02977-7G,Micron Dorado-A 128GB,0,1,1,27.19
PL1,2024-05-20 1:25:22,3478129519,010-02977-6T,Micron Dorado-A 128GB,0,1,1,37.43
PL1,2024-05-20 1:36:44,3478128900,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.86
PL1,2024-05-20 1:37:54,3478129437,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.08
PL1,2024-05-20 1:38:22,3478128833,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.15
PL1,2024-05-20 1:38:47,3478128875,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.29
PL1,2024-05-20 1:38:52,3478126437,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.78
PL1,2024-05-20 1:39:08,3478129522,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.1
PL1,2024-05-20 1:39:12,3478128978,010-02977-7G,Micron Dorado-A 128GB,0,1,1,24.24
PL1,2024-05-20 1:39:14,3478128197,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.92
PL1,2024-05-20 1:39:33,3478128855,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.84
PL1,2024-05-20 1:39:35,3478129455,010-02977-6T,Micron Dorado-A 128GB,0,1,1,26.67
PL1,2024-05-20 1:41:41,3478128196,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.57
PL1,2024-05-20 1:41:45,3478128851,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.59
PL1,2024-05-20 1:42:09,3478128840,010-02977-6T,Micron Dorado-A 128GB,0,1,1,22.85
PL1,2024-05-20 1:42:14,3478129523,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.24
PL1,2024-05-20 1:42:18,3478129471,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.99
PL1,2024-05-20 1:43:04,3478126809,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.43
PL1,2024-05-20 1:43:06,3478128246,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.1
PL1,2024-05-20 1:43:09,3478129473,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.22
PL1,2024-05-20 1:43:44,3478128178,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.35
PL1,2024-05-20 1:43:48,3478128195,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.6
PL1,2024-05-20 1:44:51,3478128269,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.22
PL1,2024-05-20 1:45:07,3478129424,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.68
PL1,2024-05-20 1:45:30,3478129428,010-02977-7G,Micron Dorado-A 128GB,0,1,1,26.24
PL1,2024-05-20 1:45:34,3478129462,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.81
PL1,2024-05-20 1:45:42,3478129470,010-02977-6T,Micron Dorado-A 128GB,0,1,1,24.61
PL1,2024-05-20 1:45:47,3478129009,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.93
PL1,2024-05-20 1:45:49,3478129426,010-02977-7G,Micron Dorado-A 128GB,0,1,1,25.47
PL1,2024-05-20 1:45:51,3478128192,010-02977-6T,Micron Dorado-A 128GB,0,1,1,23.34
